season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,driver_age
1997,4,imola,False,False,False,False,False,ralf_schumacher,German,jordan,5,17,4,0,8,4,0,6,21
1997,4,imola,False,False,False,False,False,nakano,Japanese,prost,18,18,0,0,12,6,0,5,26
1997,4,imola,False,False,False,False,False,damon_hill,British,arrows,15,19,0,0,20,0,0,10,36
1997,4,imola,False,False,False,False,False,berger,Austrian,benetton,11,20,10,0,3,11,0,4,37
1997,4,imola,False,False,False,False,False,magnussen,Danish,stewart,16,21,0,0,18,0,0,11,23
1997,4,imola,False,False,False,False,False,trulli,Italian,minardi,20,22,0,0,16,0,0,9,22
1997,5,monaco,False,True,False,False,False,michael_schumacher,German,ferrari,2,1,14,0,2,24,0,2,28
1997,5,monaco,False,True,False,False,False,barrichello,Brazilian,stewart,10,2,0,0,0,0,0,11,24
1997,5,monaco,False,True,False,False,False,irvine,British,ferrari,15,3,10,0,5,24,0,2,31
1997,5,monaco,False,True,False,False,False,panis,French,prost,12,4,6,0,8,6,0,6,30
1997,5,monaco,False,True,False,False,False,salo,Finnish,tyrrell,14,5,0,0,15,0,0,8,30
1997,5,monaco,False,True,False,False,False,fisichella,Italian,jordan,4,6,3,0,11,7,0,5,24
1997,5,monaco,False,True,False,False,False,magnussen,Danish,stewart,19,7,0,0,19,0,0,11,23
1997,5,monaco,False,True,False,False,False,verstappen,Dutch,tyrrell,22,8,0,0,17,0,0,8,25
1997,5,monaco,False,True,False,False,False,berger,Austrian,benetton,17,9,10,0,6,13,0,4,37
1997,5,monaco,False,True,False,False,False,katayama,Japanese,minardi,20,10,0,0,20,0,0,9,33
1997,5,monaco,False,True,False,False,False,frentzen,German,williams,1,11,10,1,3,30,3,1,29
1997,5,monaco,False,True,False,False,False,nakano,Japanese,prost,21,12,0,0,14,6,0,6,26
1997,5,monaco,False,True,False,False,False,larini,Italian,sauber,11,13,1,0,13,4,0,7,33
1997,5,monaco,False,True,False,False,False,alesi,French,benetton,9,14,3,0,12,13,0,4,32
1997,5,monaco,False,True,False,False,False,villeneuve,Canadian,williams,3,15,20,2,1,30,3,1,26
1997,5,monaco,False,True,False,False,False,ralf_schumacher,German,jordan,6,16,4,0,9,7,0,5,21
1997,5,monaco,False,True,False,False,False,herbert,British,sauber,7,17,3,0,10,4,0,7,32
1997,5,monaco,False,True,False,False,False,trulli,Italian,minardi,18,18,0,0,16,0,0,9,22
1997,5,monaco,False,True,False,False,False,coulthard,British,mclaren,5,19,10,1,4,20,1,3,26
1997,5,monaco,False,True,False,False,False,hakkinen,Finnish,mclaren,8,20,10,0,7,20,1,3,28
1997,5,monaco,False,True,False,False,False,damon_hill,British,arrows,13,21,0,0,21,0,0,10,36
1997,5,monaco,False,True,False,False,False,diniz,Brazilian,arrows,16,22,0,0,18,0,0,10,26
1997,6,catalunya,True,False,False,False,False,villeneuve,Canadian,williams,1,1,20,2,2,30,3,2,26
1997,6,catalunya,True,False,False,False,False,panis,French,prost,12,2,9,0,8,9,0,5,30
1997,6,catalunya,True,False,False,False,False,alesi,French,benetton,4,3,3,0,13,13,0,4,32
1997,6,catalunya,True,False,False,False,False,michael_schumacher,German,ferrari,7,4,24,1,1,38,1,1,28
1997,6,catalunya,True,False,False,False,False,herbert,British,sauber,10,5,3,0,12,4,0,8,32
1997,6,catalunya,True,False,False,False,False,coulthard,British,mclaren,3,6,10,1,5,20,1,3,26
1997,6,catalunya,True,False,False,False,False,hakkinen,Finnish,mclaren,5,7,10,0,7,20,1,3,28
1997,6,catalunya,True,False,False,False,False,frentzen,German,williams,2,8,10,1,4,30,3,2,30
1997,6,catalunya,True,False,False,False,False,fisichella,Italian,jordan,8,9,4,0,11,8,0,6,24
1997,6,catalunya,True,False,False,False,False,berger,Austrian,benetton,6,10,10,0,6,13,0,4,37
1997,6,catalunya,True,False,False,False,False,verstappen,Dutch,tyrrell,19,11,0,0,18,2,0,9,25
1997,6,catalunya,True,False,False,False,False,irvine,British,ferrari,11,12,14,0,3,38,1,1,31
1997,6,catalunya,True,False,False,False,False,magnussen,Danish,stewart,22,13,0,0,16,6,0,7,23
1997,6,catalunya,True,False,False,False,False,morbidelli,Italian,sauber,13,14,0,0,0,4,0,8,29
1997,6,catalunya,True,False,False,False,False,trulli,Italian,minardi,18,15,0,0,19,0,0,10,22
1997,6,catalunya,True,False,False,False,False,diniz,Brazilian,arrows,21,16,0,0,21,0,0,11,27
1997,6,catalunya,True,False,False,False,False,ralf_schumacher,German,jordan,9,17,4,0,10,8,0,6,21
1997,6,catalunya,True,False,False,False,False,barrichello,Brazilian,stewart,17,18,6,0,9,6,0,7,25
1997,6,catalunya,True,False,False,False,False,salo,Finnish,tyrrell,14,19,2,0,14,2,0,9,30
1997,6,catalunya,True,False,False,False,False,nakano,Japanese,prost,16,20,0,0,17,9,0,5,26
1997,6,catalunya,True,False,False,False,False,damon_hill,British,arrows,15,21,0,0,22,0,0,11,36
1997,6,catalunya,True,False,False,False,False,katayama,Japanese,minardi,20,22,0,0,20,0,0,10,33
1997,7,villeneuve,True,False,False,False,False,michael_schumacher,German,ferrari,1,1,27,1,2,41,1,1,28
1997,7,villeneuve,True,False,False,False,False,alesi,French,benetton,8,2,7,0,9,17,0,4,33
1997,7,villeneuve,True,False,False,False,False,fisichella,Italian,jordan,6,3,4,0,13,8,0,6,24
1997,7,villeneuve,True,False,False,False,False,frentzen,German,williams,4,4,10,1,6,40,4,2,30
1997,7,villeneuve,True,False,False,False,False,herbert,British,sauber,13,5,5,0,11,6,0,8,32
1997,7,villeneuve,True,False,False,False,False,nakano,Japanese,prost,19,6,0,0,17,15,0,5,26
1997,7,villeneuve,True,False,False,False,False,coulthard,British,mclaren,5,7,11,1,5,21,1,3,26
1997,7,villeneuve,True,False,False,False,False,diniz,Brazilian,arrows,16,8,0,0,21,0,0,11,27
1997,7,villeneuve,True,False,False,False,False,damon_hill,British,arrows,15,9,0,0,23,0,0,11,36
1997,7,villeneuve,True,False,False,False,False,morbidelli,Italian,sauber,18,10,0,0,22,6,0,8,29
1997,7,villeneuve,True,False,False,False,False,panis,French,prost,10,11,15,0,3,15,0,5,30
1997,7,villeneuve,True,False,False,False,False,salo,Finnish,tyrrell,17,12,2,0,14,2,0,9,30
1997,7,villeneuve,True,False,False,False,False,verstappen,Dutch,tyrrell,14,13,0,0,18,2,0,9,25
1997,7,villeneuve,True,False,False,False,False,wurz,Austrian,benetton,11,14,0,0,0,17,0,4,23
1997,7,villeneuve,True,False,False,False,False,barrichello,Brazilian,stewart,3,15,6,0,10,6,0,7,25
1997,7,villeneuve,True,False,False,False,False,trulli,Italian,minardi,20,16,0,0,19,0,0,10,22
1997,7,villeneuve,True,False,False,False,False,ralf_schumacher,German,jordan,7,17,4,0,12,8,0,6,21
1997,7,villeneuve,True,False,False,False,False,katayama,Japanese,minardi,22,18,0,0,20,0,0,10,34
1997,7,villeneuve,True,False,False,False,False,villeneuve,Canadian,williams,2,19,30,3,1,40,4,2,26
1997,7,villeneuve,True,False,False,False,False,hakkinen,Finnish,mclaren,9,20,10,0,8,21,1,3,28
1997,7,villeneuve,True,False,False,False,False,irvine,British,ferrari,12,21,14,0,4,41,1,1,31
1997,7,villeneuve,True,False,False,False,False,magnussen,Danish,stewart,21,22,0,0,16,6,0,7,23
1997,8,magny_cours,False,False,True,True,False,michael_schumacher,German,ferrari,1,1,37,2,1,51,2,1,28
1997,8,magny_cours,False,False,True,True,False,frentzen,German,williams,2,2,13,1,5,43,4,2,30
1997,8,magny_cours,False,False,True,True,False,irvine,British,ferrari,5,3,14,0,4,51,2,1,31
1997,8,magny_cours,False,False,True,True,False,villeneuve,Canadian,williams,4,4,30,3,2,43,4,2,26
1997,8,magny_cours,False,False,True,True,False,alesi,French,benetton,8,5,13,0,6,23,0,3,33
1997,8,magny_cours,False,False,True,True,False,ralf_schumacher,German,jordan,3,6,4,0,13,12,0,6,21
1997,8,magny_cours,False,False,True,True,False,coulthard,British,mclaren,9,7,11,1,7,21,1,4,26
1997,8,magny_cours,False,False,True,True,False,herbert,British,sauber,14,8,7,0,11,8,0,7,33
1997,8,magny_cours,False,False,True,True,False,fisichella,Italian,jordan,11,9,8,0,10,12,0,6,24
1997,8,magny_cours,False,False,True,True,False,trulli,Italian,prost,6,10,0,0,20,16,0,5,22
1997,8,magny_cours,False,False,True,True,False,katayama,Japanese,minardi,21,11,0,0,22,0,0,11,34
1997,8,magny_cours,False,False,True,True,False,damon_hill,British,arrows,17,12,0,0,21,0,0,10,36
1997,8,magny_cours,False,False,True,True,False,salo,Finnish,tyrrell,19,13,2,0,14,2,0,9,30
1997,8,magny_cours,False,False,True,True,False,wurz,Austrian,benetton,7,14,0,0,0,23,0,3,23
1997,8,magny_cours,False,False,True,True,False,diniz,Brazilian,arrows,16,15,0,0,19,0,0,10,27
1997,8,magny_cours,False,False,True,True,False,fontana,Argentine,sauber,20,16,0,0,0,8,0,7,22
1997,8,magny_cours,False,False,True,True,False,barrichello,Brazilian,stewart,13,17,6,0,12,6,0,8,25
1997,8,magny_cours,False,False,True,True,False,magnussen,Danish,stewart,15,18,0,0,17,6,0,8,23
1997,8,magny_cours,False,False,True,True,False,hakkinen,Finnish,mclaren,10,19,10,0,9,21,1,4,28
1997,8,magny_cours,False,False,True,True,False,verstappen,Dutch,tyrrell,18,20,0,0,18,2,0,9,25
1997,8,magny_cours,False,False,True,True,False,nakano,Japanese,prost,12,21,1,0,16,16,0,5,26
1997,8,magny_cours,False,False,True,True,False,marques,Brazilian,minardi,22,22,0,0,0,0,0,11,21
1997,9,silverstone,False,False,True,False,False,villeneuve,Canadian,williams,1,1,33,3,2,52,4,2,26
1997,9,silverstone,False,False,True,False,False,alesi,French,benetton,11,2,15,0,6,25,0,3,33
1997,9,silverstone,False,False,True,False,False,wurz,Austrian,benetton,8,3,0,0,0,25,0,3,23
1997,9,silverstone,False,False,True,False,False,coulthard,British,mclaren,6,4,11,1,7,21,1,4,26
1997,9,silverstone,False,False,True,False,False,ralf_schumacher,German,jordan,5,5,5,0,13,13,0,6,22
1997,9,silverstone,False,False,True,False,False,damon_hill,British,arrows,12,6,0,0,21,0,0,10,36
1997,9,silverstone,False,False,True,False,False,fisichella,Italian,jordan,10,7,8,0,10,13,0,6,24
1997,9,silverstone,False,False,True,False,False,trulli,Italian,prost,13,8,0,0,20,16,0,5,23
1997,9,silverstone,False,False,True,False,False,fontana,Argentine,sauber,14,9,0,0,0,8,0,7,22
1997,9,silverstone,False,False,True,False,False,marques,Brazilian,minardi,21,10,0,0,0,0,0,11,21
1997,9,silverstone,False,False,True,False,False,nakano,Japanese,prost,15,11,1,0,16,16,0,5,26
1997,9,silverstone,False,False,True,False,False,hakkinen,Finnish,mclaren,3,12,10,0,9,21,1,4,28
1997,9,silverstone,False,False,True,False,False,magnussen,Danish,stewart,16,13,0,0,17,6,0,8,24
1997,9,silverstone,False,False,True,False,False,verstappen,Dutch,tyrrell,20,14,0,0,18,2,0,9,25
1997,9,silverstone,False,False,True,False,False,irvine,British,ferrari,7,15,18,0,4,65,3,1,31
1997,9,silverstone,False,False,True,False,False,salo,Finnish,tyrrell,18,16,2,0,14,2,0,9,30
1997,9,silverstone,False,False,True,False,False,herbert,British,sauber,9,17,7,0,11,8,0,7,33
1997,9,silverstone,False,False,True,False,False,michael_schumacher,German,ferrari,4,18,47,3,1,65,3,1,28
1997,9,silverstone,False,False,True,False,False,barrichello,Brazilian,stewart,22,19,6,0,12,6,0,8,25
1997,9,silverstone,False,False,True,False,False,diniz,Brazilian,arrows,17,20,0,0,19,0,0,10,27
1997,9,silverstone,False,False,True,False,False,frentzen,German,williams,2,21,19,1,3,52,4,2,30
1997,9,silverstone,False,False,True,False,False,katayama,Japanese,minardi,19,22,0,0,22,0,0,11,34
1997,10,hockenheimring,False,False,True,False,False,berger,Austrian,benetton,1,1,10,0,8,35,0,3,37
1997,10,hockenheimring,False,False,True,False,False,michael_schumacher,German,ferrari,4,2,47,3,1,65,3,1,28
1997,10,hockenheimring,False,False,True,False,False,hakkinen,Finnish,mclaren,3,3,10,0,9,24,1,4,28
1997,10,hockenheimring,False,False,True,False,False,trulli,Italian,prost,11,4,0,0,20,16,0,5,23
1997,10,hockenheimring,False,False,True,False,False,ralf_schumacher,German,jordan,7,5,7,0,11,15,0,6,22
1997,10,hockenheimring,False,False,True,False,False,alesi,French,benetton,6,6,21,0,3,35,0,3,33
1997,10,hockenheimring,False,False,True,False,False,nakano,Japanese,prost,17,7,1,0,16,16,0,5,26
1997,10,hockenheimring,False,False,True,False,False,damon_hill,British,arrows,13,8,1,0,18,1,0,10,36
1997,10,hockenheimring,False,False,True,False,False,fontana,Argentine,sauber,18,9,0,0,23,8,0,7,22
1997,10,hockenheimring,False,False,True,False,False,verstappen,Dutch,tyrrell,20,10,0,0,21,2,0,9,25
1997,10,hockenheimring,False,False,True,False,False,fisichella,Italian,jordan,2,11,8,0,10,15,0,6,24
1997,10,hockenheimring,False,False,True,False,False,barrichello,Brazilian,stewart,12,12,6,0,13,6,0,8,25
1997,10,hockenheimring,False,False,True,False,False,salo,Finnish,tyrrell,19,13,2,0,15,2,0,9,30
1997,10,hockenheimring,False,False,True,False,False,villeneuve,Canadian,williams,9,14,43,4,2,62,5,2,26
1997,10,hockenheimring,False,False,True,False,False,magnussen,Danish,stewart,15,15,0,0,19,6,0,8,24
1997,10,hockenheimring,False,False,True,False,False,katayama,Japanese,minardi,22,16,0,0,24,0,0,11,34
1997,10,hockenheimring,False,False,True,False,False,herbert,British,sauber,14,17,7,0,12,8,0,7,33
1997,10,hockenheimring,False,False,True,False,False,diniz,Brazilian,arrows,16,18,0,0,22,1,0,10,27
1997,10,hockenheimring,False,False,True,False,False,coulthard,British,mclaren,8,19,14,1,7,24,1,4,26
1997,10,hockenheimring,False,False,True,False,False,frentzen,German,williams,5,20,19,1,4,62,5,2,30
1997,10,hockenheimring,False,False,True,False,False,irvine,British,ferrari,10,21,18,0,5,65,3,1,31
1997,10,hockenheimring,False,False,True,False,False,marques,Brazilian,minardi,21,22,0,0,26,0,0,11,21
1997,11,hungaroring,False,False,True,False,False,villeneuve,Canadian,williams,2,1,43,4,2,62,5,2,26
1997,11,hungaroring,False,False,True,False,False,damon_hill,British,arrows,3,2,1,0,19,1,0,10,36
1997,11,hungaroring,False,False,True,False,False,herbert,British,sauber,10,3,7,0,12,8,0,7,33
1997,11,hungaroring,False,False,True,False,False,michael_schumacher,German,ferrari,1,4,53,3,1,71,3,1,28
1997,11,hungaroring,False,False,True,False,False,ralf_schumacher,German,jordan,14,5,9,0,10,17,0,6,22
1997,11,hungaroring,False,False,True,False,False,nakano,Japanese,prost,16,6,1,0,17,19,0,5,26
1997,11,hungaroring,False,False,True,False,False,trulli,Italian,prost,12,7,3,0,15,19,0,5,23
1997,11,hungaroring,False,False,True,False,False,berger,Austrian,benetton,7,8,20,1,4,46,1,3,37
1997,11,hungaroring,False,False,True,False,False,irvine,British,ferrari,5,9,18,0,6,71,3,1,31
1997,11,hungaroring,False,False,True,False,False,katayama,Japanese,minardi,20,10,0,0,24,0,0,11,34
1997,11,hungaroring,False,False,True,False,False,alesi,French,benetton,9,11,22,0,3,46,1,3,33
1997,11,hungaroring,False,False,True,False,False,marques,Brazilian,minardi,22,12,0,0,26,0,0,11,21
1997,11,hungaroring,False,False,True,False,False,salo,Finnish,tyrrell,21,13,2,0,16,2,0,9,30
1997,11,hungaroring,False,False,True,False,False,coulthard,British,mclaren,8,14,14,1,8,28,1,4,26
1997,11,hungaroring,False,False,True,False,False,verstappen,Dutch,tyrrell,18,15,0,0,21,2,0,9,25
1997,11,hungaroring,False,False,True,False,False,diniz,Brazilian,arrows,19,16,0,0,22,1,0,10,27
1997,11,hungaroring,False,False,True,False,False,fisichella,Italian,jordan,13,17,8,0,11,17,0,6,24
1997,11,hungaroring,False,False,True,False,False,frentzen,German,williams,6,18,19,1,5,62,5,2,30
1997,11,hungaroring,False,False,True,False,False,barrichello,Brazilian,stewart,11,19,6,0,13,6,0,8,25
1997,11,hungaroring,False,False,True,False,False,hakkinen,Finnish,mclaren,4,20,14,0,9,28,1,4,28
1997,11,hungaroring,False,False,True,False,False,morbidelli,Italian,sauber,15,21,0,0,25,8,0,7,29
1997,11,hungaroring,False,False,True,False,False,magnussen,Danish,stewart,17,22,0,0,20,6,0,8,24
1997,12,spa,False,False,False,False,False,michael_schumacher,German,ferrari,3,1,56,3,1,74,3,1,28
1997,12,spa,False,False,False,False,False,fisichella,Italian,jordan,4,2,8,0,12,19,0,6,24
1997,12,spa,False,False,False,False,False,frentzen,German,williams,7,3,19,1,5,72,6,2,30
1997,12,spa,False,False,False,False,False,herbert,British,sauber,11,4,11,0,10,12,0,7,33
1997,12,spa,False,False,False,False,False,villeneuve,Canadian,williams,1,5,53,5,2,72,6,2,26
1997,12,spa,False,False,False,False,False,berger,Austrian,benetton,15,6,20,1,4,46,1,3,37
1997,12,spa,False,False,False,False,False,diniz,Brazilian,arrows,8,7,0,0,22,7,0,8,27
1997,12,spa,False,False,False,False,False,alesi,French,benetton,2,8,22,0,3,46,1,3,33
1997,12,spa,False,False,False,False,False,morbidelli,Italian,sauber,13,9,0,0,26,12,0,7,29
1997,12,spa,False,False,False,False,False,irvine,British,ferrari,17,10,18,0,6,74,3,1,31
1997,12,spa,False,False,False,False,False,salo,Finnish,tyrrell,19,11,2,0,17,2,0,10,30
1997,12,spa,False,False,False,False,False,magnussen,Danish,stewart,18,12,0,0,20,6,0,9,24
1997,12,spa,False,False,False,False,False,damon_hill,British,arrows,9,13,7,0,13,7,0,8,36
1997,12,spa,False,False,False,False,False,katayama,Japanese,minardi,20,14,0,0,24,0,0,11,34
1997,12,spa,False,False,False,False,False,trulli,Italian,prost,14,15,3,0,16,20,0,5,23
1997,12,spa,False,False,False,False,False,hakkinen,Finnish,mclaren,5,16,14,0,9,28,1,4,28
1997,12,spa,False,False,False,False,False,verstappen,Dutch,tyrrell,21,17,0,0,21,2,0,10,25
1997,12,spa,False,False,False,False,False,ralf_schumacher,German,jordan,6,18,11,0,11,19,0,6,22
1997,12,spa,False,False,False,False,False,coulthard,British,mclaren,10,19,14,1,8,28,1,4,26
1997,12,spa,False,False,False,False,False,marques,Brazilian,minardi,22,20,0,0,25,0,0,11,21
1997,12,spa,False,False,False,False,False,barrichello,Brazilian,stewart,12,21,6,0,14,6,0,9,25
1997,12,spa,False,False,False,False,False,nakano,Japanese,prost,16,22,2,0,18,20,0,5,26
1997,13,monza,False,False,True,False,False,coulthard,British,mclaren,6,1,14,1,8,28,1,4,26
1997,13,monza,False,False,True,False,False,alesi,French,benetton,1,2,22,0,4,47,1,3,33
1997,13,monza,False,False,True,False,False,frentzen,German,williams,2,3,23,1,3,78,6,2,30
1997,13,monza,False,False,True,False,False,fisichella,Italian,jordan,3,4,14,0,9,25,0,5,24
1997,13,monza,False,False,True,False,False,villeneuve,Canadian,williams,4,5,55,5,2,78,6,2,26
1997,13,monza,False,False,True,False,False,michael_schumacher,German,ferrari,9,6,66,4,1,84,4,1,28
1997,13,monza,False,False,True,False,False,berger,Austrian,benetton,7,7,21,1,5,47,1,3,38
1997,13,monza,False,False,True,False,False,irvine,British,ferrari,10,8,18,0,6,84,4,1,31
1997,13,monza,False,False,True,False,False,hakkinen,Finnish,mclaren,5,9,14,0,10,28,1,4,28
1997,13,monza,False,False,True,False,False,trulli,Italian,prost,16,10,3,0,16,20,0,6,23
1997,13,monza,False,False,True,False,False,nakano,Japanese,prost,15,11,2,0,18,20,0,6,26
1997,13,monza,False,False,True,False,False,morbidelli,Italian,sauber,18,12,0,0,24,15,0,7,29
1997,13,monza,False,False,True,False,False,barrichello,Brazilian,stewart,11,13,6,0,14,6,0,9,25
1997,13,monza,False,False,True,False,False,marques,Brazilian,minardi,22,14,0,0,26,0,0,11,21
1997,13,monza,False,False,True,False,False,damon_hill,British,arrows,14,15,7,0,13,7,0,8,36
1997,13,monza,False,False,True,False,False,ralf_schumacher,German,jordan,8,16,11,0,12,25,0,5,22
1997,13,monza,False,False,True,False,False,herbert,British,sauber,12,17,14,0,11,15,0,7,33
1997,13,monza,False,False,True,False,False,salo,Finnish,tyrrell,19,18,2,0,17,2,0,10,30
1997,13,monza,False,False,True,False,False,magnussen,Danish,stewart,13,19,0,0,21,6,0,9,24
1997,13,monza,False,False,True,False,False,verstappen,Dutch,tyrrell,20,20,0,0,22,2,0,10,25
1997,13,monza,False,False,True,False,False,katayama,Japanese,minardi,21,21,0,0,25,0,0,11,34
1997,13,monza,False,False,True,False,False,diniz,Brazilian,arrows,17,22,0,0,20,7,0,8,27
1997,14,osterreichring,True,False,False,False,False,villeneuve,Canadian,williams,1,1,57,5,2,84,6,2,26
1997,14,osterreichring,True,False,False,False,False,coulthard,British,mclaren,10,2,24,2,5,38,2,4,26
1997,14,osterreichring,True,False,False,False,False,frentzen,German,williams,4,3,27,1,4,84,6,2,30
1997,14,osterreichring,True,False,False,False,False,fisichella,Italian,jordan,14,4,17,0,8,28,0,5,24
1997,14,osterreichring,True,False,False,False,False,ralf_schumacher,German,jordan,11,5,11,0,12,28,0,5,22
1997,14,osterreichring,True,False,False,False,False,michael_schumacher,German,ferrari,9,6,67,4,1,85,4,1,28
1997,14,osterreichring,True,False,False,False,False,damon_hill,British,arrows,7,7,7,0,13,7,0,8,37
1997,14,osterreichring,True,False,False,False,False,herbert,British,sauber,12,8,14,0,11,15,0,7,33
1997,14,osterreichring,True,False,False,False,False,morbidelli,Italian,sauber,13,9,0,0,24,15,0,7,29
1997,14,osterreichring,True,False,False,False,False,berger,Austrian,benetton,18,10,21,1,6,53,1,3,38
1997,14,osterreichring,True,False,False,False,False,katayama,Japanese,minardi,19,11,0,0,25,0,0,11,34
1997,14,osterreichring,True,False,False,False,False,verstappen,Dutch,tyrrell,20,12,0,0,22,2,0,10,25
1997,14,osterreichring,True,False,False,False,False,diniz,Brazilian,arrows,17,13,0,0,20,7,0,8,27
1997,14,osterreichring,True,False,False,False,False,barrichello,Brazilian,stewart,5,14,6,0,14,6,0,9,25
1997,14,osterreichring,True,False,False,False,False,trulli,Italian,prost,3,15,3,0,16,20,0,6,23
1997,14,osterreichring,True,False,False,False,False,magnussen,Danish,stewart,6,16,0,0,21,6,0,9,24
1997,14,osterreichring,True,False,False,False,False,nakano,Japanese,prost,16,17,2,0,18,20,0,6,26
1997,14,osterreichring,True,False,False,False,False,salo,Finnish,tyrrell,21,18,2,0,17,2,0,10,30
1997,14,osterreichring,True,False,False,False,False,irvine,British,ferrari,8,19,18,0,7,85,4,1,31
1997,14,osterreichring,True,False,False,False,False,alesi,French,benetton,15,20,28,0,3,53,1,3,33
1997,14,osterreichring,True,False,False,False,False,hakkinen,Finnish,mclaren,2,21,14,0,10,38,2,4,28
1997,14,osterreichring,True,False,False,False,False,marques,Brazilian,minardi,0,22,0,0,26,0,0,11,21
1997,15,nurburgring,True,False,True,False,False,villeneuve,Canadian,williams,2,1,67,6,2,98,7,1,26
1997,15,nurburgring,True,False,True,False,False,alesi,French,benetton,10,2,28,0,5,53,1,3,33
1997,15,nurburgring,True,False,True,False,False,frentzen,German,williams,3,3,31,1,3,98,7,1,30
1997,15,nurburgring,True,False,True,False,False,berger,Austrian,benetton,7,4,21,1,6,53,1,3,38
1997,15,nurburgring,True,False,True,False,False,diniz,Brazilian,arrows,15,5,0,0,20,7,0,8,27
1997,15,nurburgring,True,False,True,False,False,panis,French,prost,11,6,15,0,9,20,0,6,31
1997,15,nurburgring,True,False,True,False,False,herbert,British,sauber,16,7,14,0,11,15,0,7,33
1997,15,nurburgring,True,False,True,False,False,damon_hill,British,arrows,13,8,7,0,13,7,0,8,37
1997,15,nurburgring,True,False,True,False,False,morbidelli,Italian,sauber,19,9,0,0,23,15,0,7,29
1997,15,nurburgring,True,False,True,False,False,salo,Finnish,tyrrell,20,10,2,0,17,2,0,10,30
1997,15,nurburgring,True,False,True,False,False,verstappen,Dutch,tyrrell,21,11,0,0,22,2,0,10,25
1997,15,nurburgring,True,False,True,False,False,hakkinen,Finnish,mclaren,1,12,14,0,10,44,2,4,29
1997,15,nurburgring,True,False,True,False,False,barrichello,Brazilian,stewart,9,13,6,0,14,6,0,9,25
1997,15,nurburgring,True,False,True,False,False,coulthard,British,mclaren,6,14,30,2,4,44,2,4,26
1997,15,nurburgring,True,False,True,False,False,magnussen,Danish,stewart,12,15,0,0,21,6,0,9,24
1997,15,nurburgring,True,False,True,False,False,irvine,British,ferrari,14,16,18,0,8,86,4,2,31
1997,15,nurburgring,True,False,True,False,False,nakano,Japanese,prost,17,17,2,0,18,20,0,6,26
1997,15,nurburgring,True,False,True,False,False,michael_schumacher,German,ferrari,5,18,68,4,1,86,4,2,28
1997,15,nurburgring,True,False,True,False,False,marques,Brazilian,minardi,18,19,0,0,26,0,0,11,21
1997,15,nurburgring,True,False,True,False,False,katayama,Japanese,minardi,22,20,0,0,25,0,0,11,34
1997,15,nurburgring,True,False,True,False,False,fisichella,Italian,jordan,4,21,20,0,7,33,0,5,24
1997,15,nurburgring,True,False,True,False,False,ralf_schumacher,German,jordan,8,22,13,0,12,33,0,5,22
1997,16,suzuka,False,False,False,False,False,michael_schumacher,German,ferrari,2,1,68,4,2,86,4,2,28
1997,16,suzuka,False,False,False,False,False,frentzen,German,williams,6,2,35,1,3,112,8,1,30
1997,16,suzuka,False,False,False,False,False,irvine,British,ferrari,3,3,18,0,8,86,4,2,31
1997,16,suzuka,False,False,False,False,False,hakkinen,Finnish,mclaren,4,4,14,0,10,44,2,4,29
1997,16,suzuka,False,False,False,False,False,alesi,French,benetton,7,5,34,0,4,62,1,3,33
1997,16,suzuka,False,False,False,False,False,herbert,British,sauber,8,6,14,0,11,15,0,7,33
1997,16,suzuka,False,False,False,False,False,fisichella,Italian,jordan,9,7,20,0,7,33,0,5,24
1997,16,suzuka,False,False,False,False,False,berger,Austrian,benetton,5,8,24,1,6,62,1,3,38
1997,16,suzuka,False,False,False,False,False,ralf_schumacher,German,jordan,13,9,13,0,12,33,0,5,22
1997,16,suzuka,False,False,False,False,False,coulthard,British,mclaren,11,10,30,2,5,44,2,4,26
1997,16,suzuka,False,False,False,False,False,damon_hill,British,arrows,17,11,7,0,13,9,0,8,37
1997,16,suzuka,False,False,False,False,False,diniz,Brazilian,arrows,16,12,2,0,17,9,0,8,27
1997,16,suzuka,False,False,False,False,False,verstappen,Dutch,tyrrell,21,13,0,0,22,2,0,10,25
1997,16,suzuka,False,False,False,False,False,villeneuve,Canadian,williams,1,14,77,7,1,112,8,1,26
1997,16,suzuka,False,False,False,False,False,marques,Brazilian,minardi,20,15,0,0,26,0,0,11,21
1997,16,suzuka,False,False,False,False,False,salo,Finnish,tyrrell,22,16,2,0,18,2,0,10,30
1997,16,suzuka,False,False,False,False,False,panis,French,prost,10,17,16,0,9,21,0,6,31
1997,16,suzuka,False,False,False,False,False,nakano,Japanese,prost,15,18,2,0,19,21,0,6,26
1997,16,suzuka,False,False,False,False,False,katayama,Japanese,minardi,19,19,0,0,25,0,0,11,34
1997,16,suzuka,False,False,False,False,False,barrichello,Brazilian,stewart,12,20,6,0,14,6,0,9,25
1997,16,suzuka,False,False,False,False,False,magnussen,Danish,stewart,14,21,0,0,21,6,0,9,24
1997,16,suzuka,False,False,False,False,False,morbidelli,Italian,sauber,0,22,0,0,23,15,0,7,29
1997,17,jerez,True,False,False,False,False,hakkinen,Finnish,mclaren,5,1,17,0,9,47,2,4,29
1997,17,jerez,True,False,False,False,False,coulthard,British,mclaren,6,2,30,2,5,47,2,4,26
